date,source,value,density
2019-09-30,bg_count,621349.391,0.000852283071463226
2019-10-01,bg_count,987721.341,0.00135482256915458
2019-10-02,bg_count,727489.367,0.000997871537567175
2019-10-03,bg_count,623675.871,0.000855474222124703
2019-10-04,bg_count,764972.341,0.0010492856125965
2019-10-05,bg_count,747656.871,0.00102553459236667
2019-10-06,bg_count,1055964.7,0.00144842958069745
2019-10-07,bg_count,869498.387,0.00119266030777309
2019-10-08,bg_count,712956.472,0.000977937277443546
2019-10-09,bg_count,729701.046,0.00100090521974103
2019-10-10,bg_count,975618.205,0.00133822112385854
2019-10-11,bg_count,990918.872,0.00135920850978839
2019-10-12,bg_count,644127.738,0.000883527327634091
2019-10-13,bg_count,604282.511,0.000828873033379364
2019-10-14,bg_count,642857.263,0.000881784661831402
2019-10-15,bg_count,904627.968,0.00124084631652689
2019-10-16,bg_count,756602.842,0.00103780546564914
2019-10-17,bg_count,763709.632,0.00104755359914243
2019-10-18,bg_count,802321.53,0.00110051617945414
2019-10-19,bg_count,931903.402,0.00127825906851752
2019-10-20,bg_count,922208.703,0.00126496119141277
2019-10-21,bg_count,1001193.187,0.00137330142574231
2019-10-22,bg_count,825937.833,0.00113290983035167
2019-10-23,bg_count,839289.971,0.00115122448769273
2019-10-24,bg_count,929403.51,0.0012748300547244
2019-10-25,bg_count,1378277.581,0.00189053480550299
2019-10-26,bg_count,888749.481,0.00121906635525781
2019-10-27,bg_count,914768.558,0.00125475580660902
2019-10-28,bg_count,1366236.027,0.001874017830067
2019-10-29,bg_count,796960.873,0.00109316315508621
2019-10-30,bg_count,674353.613,0.000924987095609728
2019-10-31,bg_count,638536.772,0.000875858396523919
2019-11-01,bg_count,633914.575,0.000869518291724382
2019-11-02,bg_count,560453.875,0.000768754837322222
2019-11-03,bg_count,565081.266,0.00077510206654859
2019-11-04,bg_count,903522.575,0.00123933008788829
2019-11-05,bg_count,574456.007,0.000787961068535851
2019-11-06,bg_count,823951.428,0.00113018514858792
2019-11-07,bg_count,375853.254,0.000515544668391842
2019-11-08,bg_count,317111.251,0.000434970332171495
2019-11-09,bg_count,244426.024,0.000335270566765976
2019-11-10,bg_count,214119.791,0.000293700574552497
2019-11-11,bg_count,172506.297,0.000236620810744317
2019-11-12,bg_count,138807.829,0.000190397809279034
2019-11-13,bg_count,121899.978,0.000167205905672385
2019-11-14,bg_count,148597.342,0.000203825739407591
2019-11-15,bg_count,83146.061,0.000114048522901262
2019-11-16,bg_count,56889.542,7.80333807229823e-05
2019-11-17,bg_count,71986.101,9.87407988993136e-05
2019-11-18,bg_count,48272.164,6.62132268833214e-05
2019-11-19,bg_count,69849.208,9.58096980471873e-05
2019-11-20,bg_count,48501.91,6.65283613782973e-05
2019-11-21,bg_count,47250.4,6.48117091980315e-05
2019-11-22,bg_count,50794.35,6.96728205708954e-05
2019-11-23,bg_count,46541.343,6.38391206889644e-05
2019-11-24,bg_count,67155.512,9.21148501343675e-05
2019-11-25,bg_count,68148.026,9.34762466250422e-05
2019-11-26,bg_count,13952.928,1.913873982013e-05
2019-11-27,bg_count,13826.755,1.89656727607053e-05
2019-11-28,bg_count,20926.737,2.87044679602223e-05
2019-11-29,bg_count,12947.155,1.77591564262279e-05
2019-11-30,bg_count,12834.942,1.76052378070366e-05
2019-12-01,bg_count,13583.244,1.86316573001267e-05
2019-12-02,bg_count,13382.939,1.83569059877376e-05
2019-12-03,bg_count,13344.376,1.83040104790899e-05
2019-12-04,bg_count,19636.906,2.6935252214184e-05
2019-12-05,bg_count,14012.068,1.92198600748151e-05
2019-12-06,bg_count,13944.992,1.91278542884902e-05
2019-12-07,bg_count,14180.011,1.9450221571815e-05
2019-12-08,bg_count,14448.516,1.98185204217341e-05
2019-12-09,bg_count,12998.431,1.78294899091368e-05
2019-12-10,bg_count,14109.529,1.93535438952727e-05
2019-12-11,bg_count,20986.785,2.87868336865214e-05
2019-12-12,bg_count,15140.222,2.07673091753221e-05
2019-12-13,bg_count,12710.635,1.74347302740786e-05
2019-12-14,bg_count,17968.45,2.46466898934056e-05
2019-12-15,bg_count,14332.621,1.9659551332848e-05
2019-12-16,bg_count,20340.429,2.79002499303965e-05
2019-12-17,bg_count,14387.309,1.97345649359629e-05
2019-12-18,bg_count,13554.999,1.85929146286086e-05
2019-12-19,bg_count,13723.883,1.88245668621601e-05
2019-12-20,bg_count,18618.431,2.55382459343332e-05
2019-12-21,bg_count,12200.937,1.67355954825251e-05
2019-12-22,bg_count,12976.146,1.77989223596668e-05
2019-12-23,bg_count,14230.341,1.95192574598485e-05
2019-12-24,bg_count,12028.134,1.64985676947276e-05
2019-12-25,bg_count,13889.878,1.90522563561819e-05
2019-12-26,bg_count,13194.613,1.80985858476662e-05
2019-12-27,bg_count,13795.274,1.89224913819812e-05
2019-12-28,bg_count,19949.185,2.73635943178837e-05
2019-12-29,bg_count,13375.183,1.83462673557569e-05
2019-12-30,bg_count,12670.022,1.73790228526459e-05
2019-12-31,bg_count,13794.643,1.89216258615094e-05
2020-01-01,bg_count,13543.098,1.85765904461432e-05
2020-01-02,bg_count,14167.91,1.94336230563949e-05
2020-01-03,bg_count,14232.486,1.95221996807869e-05
2020-01-04,bg_count,12858.75,1.76378944019561e-05
2020-01-05,bg_count,21909.67,3.00527225307053e-05
2020-01-06,bg_count,12959.622,1.7776256970955e-05
2020-01-07,bg_count,13614.668,1.86747604939587e-05
2020-01-08,bg_count,13370.638,1.83400331393628e-05
2020-01-09,bg_count,12971.916,1.77931202176763e-05
2020-01-10,bg_count,19809.569,2.71720879689133e-05
2020-01-11,bg_count,13712.726,1.88092631982859e-05
2020-01-12,bg_count,20934.459,2.87150599556007e-05
2020-01-13,bg_count,12728.733,1.74595546631433e-05
2020-01-14,bg_count,12795.038,1.75505028959281e-05
2020-01-15,bg_count,14843.061,2.03597038996631e-05
2020-01-16,bg_count,14550.11,1.99578733326992e-05
2020-01-17,bg_count,18707.337,2.56601951626563e-05
2020-01-18,bg_count,19807.965,2.71698878186171e-05
2020-01-19,bg_count,12524.672,1.71796513778662e-05
2020-01-20,bg_count,13491.319,1.85055670158534e-05
2020-01-21,bg_count,12750.225,1.74890344824482e-05
2020-01-22,bg_count,20376.241,2.79493719892532e-05
2020-01-23,bg_count,13038.442,1.7884371588376e-05
2020-01-24,bg_count,13255.199,1.81816895296133e-05
2020-01-25,bg_count,15284.654,2.09654214618401e-05
2020-01-26,bg_count,19333.189,2.65186543042722e-05
2020-01-27,bg_count,12050.82,1.65296852817716e-05
2020-01-28,bg_count,12402.305,1.70118048745681e-05
2020-01-29,bg_count,12785.287,1.7537127792725e-05
2020-01-30,bg_count,13328.583,1.82823477773273e-05
2020-01-31,bg_count,13712.338,1.88087309923539e-05
2020-02-01,bg_count,12734.418,1.74673525773788e-05
2020-02-02,bg_count,12776.32,1.7524828074704e-05
2020-02-03,bg_count,12915.992,1.77164112369017e-05
2020-02-04,bg_count,13672.599,1.8754222405933e-05
2020-02-05,bg_count,19674.455,2.69867568547517e-05
2020-02-06,bg_count,19884.159,2.72744004443438e-05
2020-02-07,bg_count,13283.616,1.82206681274723e-05
2020-02-08,bg_count,20274.951,2.78104360643791e-05
2020-02-09,bg_count,14033.275,1.92489489696596e-05
2020-02-10,bg_count,20342.05,2.79024733989938e-05
2020-02-11,bg_count,12240.834,1.67903207919801e-05
2020-02-12,bg_count,19608.796,2.68966947174103e-05
2020-02-13,bg_count,14163.561,1.94276576862964e-05
2020-02-14,bg_count,19138.471,2.62515664829707e-05
2020-02-15,bg_count,14801.785,2.03030870644859e-05
2020-02-16,bg_count,14033.74,1.92495867937792e-05
2020-02-17,bg_count,20641.41,2.8313094965489e-05
2020-02-18,bg_count,14215.235,1.9498537091785e-05
2020-02-19,bg_count,14586.688,2.00080460867721e-05
2020-02-20,bg_count,14406.663,1.97611121359828e-05
2020-02-21,bg_count,12846.489,1.76210764201723e-05
2020-02-22,bg_count,11920.308,1.63506665688961e-05
2020-02-23,bg_count,19096.405,2.61938660326227e-05
2020-02-24,bg_count,14388.467,1.97361533237702e-05
2020-02-25,bg_count,13403.886,1.83856382497411e-05
2020-02-26,bg_count,14276.087,1.95820056365618e-05
2020-02-27,bg_count,13550.13,1.85862359928281e-05
2020-02-28,bg_count,14360.497,1.96977878600648e-05
2020-02-29,bg_count,19321.99,2.65032930304775e-05
2020-03-01,bg_count,13502.528,1.85209420062958e-05
2020-03-02,bg_count,13492.276,1.85068796990413e-05
2020-03-03,bg_count,13625.139,1.86891231957985e-05
2020-03-04,bg_count,19417.136,2.66338014469852e-05
2020-03-05,bg_count,12934.988,1.77424673809328e-05
2020-03-06,bg_count,12907.926,1.77053473888414e-05
2020-03-07,bg_count,13113.508,1.79873369762385e-05
2020-03-08,bg_count,12975.231,1.77976672863994e-05
2020-03-09,bg_count,12967.569,1.77871575909073e-05
2020-03-10,bg_count,14523.747,1.99217121342842e-05
2020-03-11,bg_count,13992.224,1.91926407590564e-05
2020-03-12,bg_count,13178.564,1.80765719997216e-05
2020-03-13,bg_count,13720.976,1.88205794326645e-05
2020-03-14,bg_count,12524.706,1.71796980144685e-05
2020-03-15,bg_count,13751.181,1.8862010567138e-05
2020-03-16,bg_count,20312.55,2.78620092881854e-05
2020-03-17,bg_count,12400.455,1.70092672947377e-05
2020-03-18,bg_count,18224.311,2.49976454139327e-05
2020-03-19,bg_count,19850.146,2.72277460104141e-05
2020-03-20,bg_count,19533.7,2.67936881796046e-05
2020-03-21,bg_count,13890.602,1.90532494414776e-05
2020-03-22,bg_count,20788.94,2.85154566694742e-05
2020-03-23,bg_count,13048.525,1.78982020842838e-05
2020-03-24,bg_count,20468.848,2.80763977489018e-05
2020-03-25,bg_count,13756.625,1.88694779101631e-05
2020-03-26,bg_count,11762.632,1.61343879541223e-05
2020-03-27,bg_count,20159.745,2.76524120525217e-05
2020-03-28,bg_count,13314.864,1.82635299083042e-05
2020-03-29,bg_count,13012.746,1.78491252903647e-05
2020-03-30,bg_count,13077.775,1.79383232788989e-05
2020-03-31,bg_count,12630.038,1.73241782083557e-05
2020-04-01,bg_count,12764.661,1.75088358351137e-05
2020-04-02,bg_count,14363.543,1.97019659509638e-05
2020-04-03,bg_count,19991.645,2.74218352041524e-05
2020-04-04,bg_count,14063.207,1.92900056396501e-05
2020-04-05,bg_count,13700.288,1.87922024318372e-05
2020-04-06,bg_count,13140.522,1.80243911284208e-05
2020-04-07,bg_count,11956.209,1.63999107059176e-05
2020-04-08,bg_count,13441.572,1.84373308083826e-05
2020-04-09,bg_count,18895.467,2.59182464564321e-05
2020-04-10,bg_count,19657.908,2.69640599177501e-05
2020-04-11,bg_count,19936.999,2.73468792109579e-05
2020-04-12,bg_count,15044.932,2.06366032390871e-05
2020-04-13,bg_count,20114.763,2.75907118276951e-05
2020-04-14,bg_count,14000.33,1.92037594737077e-05
2020-04-15,bg_count,12979.291,1.78032362453784e-05
2020-04-16,bg_count,13591.313,1.86427252631814e-05
2020-04-17,bg_count,14651.608,2.00970945638461e-05
2020-04-18,bg_count,14875.428,2.04041005733762e-05
2020-04-19,bg_count,13050.176,1.79004667028243e-05
2020-04-20,bg_count,15973.251,2.19099457096483e-05
2020-04-21,bg_count,16156.912,2.21618670335529e-05
2020-04-22,bg_count,14187.333,1.94602649012841e-05
2020-04-23,bg_count,15352.806,2.1058903159461e-05
2020-04-24,bg_count,60324.857,8.27454812932131e-05
2020-04-25,bg_count,94860.998,0.000130117489304028
2020-04-26,bg_count,61548.359,8.4423715886512e-05
2020-04-27,bg_count,65708.483,9.0130011429317e-05
2020-04-28,bg_count,122874.222,0.000168542241847654
2020-04-29,bg_count,140255.379,0.000192383362621432
2020-04-30,bg_count,92952.037,0.000127499034746979
2020-05-01,bg_count,180791.623,0.000247985500552718
2020-05-02,bg_count,164398.42,0.000225499521478249
2020-05-03,bg_count,175884.157,0.000241254102315005
2020-05-04,bg_count,367634.483,0.000504271269732419
2020-05-05,bg_count,411203.505,0.00056403336241114
2020-05-06,bg_count,319942.955,0.00043885448079633
2020-05-07,bg_count,338692.668,0.000464572801625414
2020-05-08,bg_count,355693.289,0.00048789195457307
2020-05-09,bg_count,395847.92,0.000542970647395274
2020-05-10,bg_count,480982.744,0.000659747086445813
2020-05-11,bg_count,379904.352,0.000521101416811088
2020-05-12,bg_count,352580.151,0.000483621772844464
2020-05-13,bg_count,600985.796,0.000824351045546694
2020-05-14,bg_count,333681.071,0.000457698570563206
2020-05-15,bg_count,309581.665,0.000424642264298766
2020-05-16,bg_count,533830.455,0.000732236429967003
2020-05-17,bg_count,363119.876,0.000498078742345827
2020-05-18,bg_count,436749.531,0.000599073946369738
2020-05-19,bg_count,695616.372,0.00095415247311036
2020-05-20,bg_count,529947.657,0.000726910532729081
2020-05-21,bg_count,876984.948,0.00120292935976895
2020-05-22,bg_count,959557.17,0.00131619076792844
2020-05-23,bg_count,605354.715,0.000830343737835812
2020-05-24,bg_count,709455.574,0.000973135218982497
2020-05-25,bg_count,683320.401,0.000937286522837781
2020-05-26,bg_count,671199.319,0.000920660461645718
2020-05-27,bg_count,1226568.092,0.00168244024368658
2020-05-28,bg_count,1193741.606,0.00163741330921353
2020-05-29,bg_count,777389.829,0.00106631824345731
2020-05-30,bg_count,813633.515,0.00111603243079323
2020-05-31,bg_count,753568.566,0.00103364345614788
2020-06-01,bg_count,723926.383,0.000992984317927019
2020-06-02,bg_count,705443.042,0.000967631370186893
2020-06-03,bg_count,1083715.278,0.00148649407097506
2020-06-04,bg_count,1002916.539,0.00137566528697248
2020-06-05,bg_count,677509.95,0.000929316531884871
2020-06-06,bg_count,686457.546,0.000941589634122597
2020-06-07,bg_count,609249.357,0.000835685881071307
2020-06-08,bg_count,702492.16,0.000963583749297721
2020-06-09,bg_count,1248358.003,0.00171232869701572
2020-06-10,bg_count,1249764.404,0.00171425780772436
2020-06-11,bg_count,856239.676,0.00117447380095679
2020-06-12,bg_count,880508.694,0.00120776275802674
2020-06-13,bg_count,1266048.613,0.00173659428356854
2020-06-14,bg_count,925853.855,0.00126996111800401
2020-06-15,bg_count,1151048.483,0.00157885265633796
2020-06-16,bg_count,689192.243,0.000945340721662782
2020-06-17,bg_count,762644.018,0.00104609193395684
2020-06-18,bg_count,772271.579,0.00105929772023205
2020-06-19,bg_count,708134.229,0.000971322776592797
2020-06-20,bg_count,666027.332,0.000913566229270542
2020-06-21,bg_count,1094218.86,0.00150090146439653
2020-06-22,bg_count,1107568.569,0.00151921278996385
2020-06-23,bg_count,1010076.38,0.00138548618865365
2020-06-24,bg_count,747844.374,0.00102579178362663
2020-06-25,bg_count,1087681.418,0.00149193428549851
2020-06-26,bg_count,680965.494,0.000934056379861798
2020-06-27,bg_count,760969.469,0.0010437950140826
2020-06-28,bg_count,801163.926,0.00109892833482606
2020-06-29,bg_count,711810.665,0.000976365614344798
2020-06-30,bg_count,828687.117,0.0011366809263659
2020-07-01,bg_count,774332.903,0.00106212516574894
2020-07-02,bg_count,757415.087,0.00103891959350282
2020-07-03,bg_count,747297.549,0.00102504172303705
2020-07-04,bg_count,1028967.33,0.0014113982393003
2020-07-05,bg_count,637922.315,0.000875015567502393
2020-07-06,bg_count,1089769.387,0.00149479827902327
2020-07-07,bg_count,1039231.388,0.00142547708608864
2020-07-08,bg_count,781565.917,0.00107204643625656
2020-07-09,bg_count,733305.371,0.00100584914537457
2020-07-10,bg_count,1272316.606,0.0017451918687651
2020-07-11,bg_count,832975.16,0.00114256268389482
2020-07-12,bg_count,793867.845,0.00108892055753619
2020-07-13,bg_count,807310.971,0.00110736001991163
2020-07-14,bg_count,828781.022,0.00113680973254642
2020-07-15,bg_count,908010.219,0.0012454856310776
2020-07-16,bg_count,1273362.139,0.00174662598955038
2020-07-17,bg_count,716215.341,0.000982407353251211
2020-07-18,bg_count,795692.765,0.00109142373601404
2020-07-19,bg_count,1091198.003,0.00149675786126485
2020-07-20,bg_count,729217.253,0.00100024161792542
2020-07-21,bg_count,672184.189,0.000922011373130866
2020-07-22,bg_count,770226.35,0.0010564923516597
2020-07-23,bg_count,722262.352,0.000990701825222862
2020-07-24,bg_count,890583.856,0.00122158250282608
2020-07-25,bg_count,835296.175,0.00114574633840831
2020-07-26,bg_count,953412.754,0.00130776268894956
2020-07-27,bg_count,853818.6,0.00117115289629443
2020-07-28,bg_count,1011156.231,0.00138696738223062
2020-07-29,bg_count,1042684.25,0.00143021325526065
2020-07-30,bg_count,1342991.381,0.00184213396798408
2020-07-31,bg_count,870545.079,0.00119409601831784
2020-08-01,bg_count,797629.701,0.00109408056289312
2020-08-02,bg_count,1365723.232,0.00187331444722965
2020-08-03,bg_count,804875.201,0.00110401896000709
2020-08-04,bg_count,1380635.395,0.00189376893590847
2020-08-05,bg_count,814134.67,0.00111671984745262
2020-08-06,bg_count,707867.734,0.000970957234789072
2020-08-07,bg_count,1160098.933,0.00159126683978427
2020-08-08,bg_count,676679.538,0.000928177484997256
2020-08-09,bg_count,652954.58,0.000895634795863798
2020-08-10,bg_count,1125948.077,0.00154442331363558
2020-08-11,bg_count,663048.72,0.000909480572117211
2020-08-12,bg_count,1079723.304,0.00148101842086386
2020-08-13,bg_count,570274.261,0.000782225114857321
2020-08-14,bg_count,562493.757,0.000771552871603039
2020-08-15,bg_count,608611.822,0.000834811396770147
2020-08-16,bg_count,540037.454,0.000740750351842383
2020-08-17,bg_count,502706.75,0.000689545140208073
2020-08-18,bg_count,510990.985,0.000700908333530207
2020-08-19,bg_count,543999.849,0.000746185429481255
2020-08-20,bg_count,510901.588,0.00070078571081448
2020-08-21,bg_count,541474.129,0.000742720988330372
2020-08-22,bg_count,482115.866,0.000661301349976913
2020-08-23,bg_count,523974.737,0.000718717688772139
2020-08-24,bg_count,493310.854,0.000676657120652536
2020-08-25,bg_count,511245.075,0.000701256859832421
2020-08-26,bg_count,566517.554,0.000777072172202312
2020-08-27,bg_count,555490.432,0.000761946657405502
2020-08-28,bg_count,855843.28,0.00117393007852737
2020-08-29,bg_count,587672.075,0.000806089083451226
2020-08-30,bg_count,596071.78,0.000817610662904717
2020-08-31,bg_count,642966.729,0.000881934812487462
2020-09-01,bg_count,652282.284,0.000894712631123458
2020-09-02,bg_count,656625.816,0.00090067050095898
2020-09-03,bg_count,711879.06,0.000976459429356959
2020-09-04,bg_count,772093.108,0.00105905291784832
2020-09-05,bg_count,1170368.504,0.0016053532485605
2020-09-06,bg_count,1166200.7,0.00159963641863224
2020-09-07,bg_count,816988.878,0.00112063486402151
2020-09-08,bg_count,711725.017,0.000976248134000306
2020-09-09,bg_count,738243.754,0.00101262295137208
2020-09-10,bg_count,759040.886,0.00104114964471937
2020-09-11,bg_count,754087.542,0.0010343553172452
2020-09-12,bg_count,801883.312,0.00109991509126057
2020-09-13,bg_count,877759.43,0.0012039916894458
2020-09-14,bg_count,1323356.741,0.00181520182396227
2020-09-15,bg_count,730387.251,0.0010018464629667
2020-09-16,bg_count,1322844.658,0.00181449941775023
2020-09-17,bg_count,870164.234,0.00119357362664731
2020-09-18,bg_count,899706.224,0.00123409533365955
2020-09-19,bg_count,1119412.711,0.00153545898231363
2020-09-20,bg_count,798510.3,0.0010952884495207
2020-09-21,bg_count,724811.516,0.000994198423682686
2020-09-22,bg_count,734015.916,0.00100682377492082
2020-09-23,bg_count,671015.478,0.000920408293422154
2020-09-24,bg_count,715911.472,0.000981990546848253
2020-09-25,bg_count,953149.942,0.0013074021989872
2020-09-26,bg_count,1305757.787,0.00179106195871589
2020-09-27,bg_count,772705.131,0.00105989240823779
2020-09-28,bg_count,1577959.022,0.00216443080397783
2020-09-29,bg_count,1263227.719,0.00173272496263991
2020-09-30,bg_count,1067295.728,0.00146397195264881
2020-10-01,bg_count,1099976.565,0.00150879910551931
2020-10-02,bg_count,956863.809,0.00131249637952332
2020-10-03,bg_count,1664704.307,0.00228341625565063
2020-10-04,bg_count,1794942.665,0.00246205962343429
2020-10-05,bg_count,1060664.772,0.00145487650389119
2020-10-06,bg_count,1172091.484,0.00160771659953137
2020-10-07,bg_count,1869527.255,0.00256436467815837
2020-10-08,bg_count,1726519.559,0.00236820605926345
2020-10-09,bg_count,1024231.878,0.00140490278660688
2020-10-10,bg_count,895459.832,0.00122827070734009
2020-10-11,bg_count,805015.375,0.00110421123174501
2020-10-12,bg_count,882976.38,0.00121114759598417
2020-10-13,bg_count,858068.598,0.00117698246883706
2020-10-14,bg_count,871713.378,0.00119569853290067
2020-10-15,bg_count,711883.777,0.000976465899499694
2020-10-16,bg_count,596491.212,0.000818185983003856
2020-10-17,bg_count,773723.362,0.00106128907983144
2020-10-18,bg_count,591727.582,0.000811651879540456
2020-10-19,bg_count,510132.201,0.000699730369769648
2020-10-20,bg_count,464808.06,0.000637560842185912
2020-10-21,bg_count,283727.323,0.000389178774143964
2020-10-22,bg_count,312540.448,0.00042870072271131
2020-10-23,bg_count,552703.289,0.000758123631534624
2020-10-24,bg_count,571192.886,0.000783485160409571
2020-10-25,bg_count,356097.643,0.000488446592710759
2020-10-26,bg_count,518711.105,0.000711497750178826
2020-10-27,bg_count,239854.108,0.000328999430642899
2020-10-28,bg_count,364444.347,0.000499895472559608
2020-10-29,bg_count,217331.036,0.000298105326197004
2020-10-30,bg_count,184473.619,0.000253035964760859
2020-10-31,bg_count,306314.276,0.000420160501907234
2020-11-01,bg_count,202842.663,0.000278232135332406
2020-11-02,bg_count,198331.827,0.000272044780493674
2020-11-03,bg_count,250565.124,0.000343691353974923
2020-11-04,bg_count,218437.683,0.000299623274903235
2020-11-05,bg_count,178367.683,0.000244660667442449
2020-11-06,bg_count,185217.265,0.000254055997782765
2020-11-07,bg_count,178098.544,0.000244291498957063
2020-11-08,bg_count,165028.105,0.00022636323821094
2020-11-09,bg_count,129193.468,0.000177210128978828
2020-11-10,bg_count,136642.345,0.000187427491159379
2020-11-11,bg_count,164017.459,0.000224976970694599
2020-11-12,bg_count,128796.063,0.000176665022539647
2020-11-13,bg_count,133650.448,0.000183323611439536
2020-11-14,bg_count,134527.097,0.000184526079991267
2020-11-15,bg_count,161938.542,0.000222125393479361
2020-11-16,bg_count,151227.347,0.000207433224619343
2020-11-17,bg_count,154142.885,0.000211432365388772
2020-11-18,bg_count,163418.712,0.000224155690526659
2020-11-19,bg_count,141633.266,0.000194273361680736
2020-11-20,bg_count,115598.428,0.000158562291521037
2020-11-21,bg_count,127449.097,0.000174817436726794
2020-11-22,bg_count,73458.705,0.000100760717930938
2020-11-23,bg_count,58865.483,8.07437093865379e-05
2020-11-24,bg_count,82295.411,0.000112881716261968
2020-11-25,bg_count,15435.167,2.11718748418437e-05
2020-11-26,bg_count,12609.894,1.7296547393165e-05
2020-11-27,bg_count,15404.731,2.11301268528076e-05
2020-11-28,bg_count,15040.727,2.06308353887159e-05
2020-11-29,bg_count,12570.367,1.7242329599676e-05
2020-11-30,bg_count,13251.02,1.81759573425262e-05
2020-12-01,bg_count,19621.719,2.69144207412739e-05
2020-12-02,bg_count,14438.946,1.98053935898549e-05
2020-12-03,bg_count,13305.754,1.82510340422207e-05
2020-12-04,bg_count,13933.334,1.91118634205646e-05
2020-12-05,bg_count,13026.743,1.78683244821947e-05
2020-12-06,bg_count,13900.649,1.90670305574536e-05
2020-12-07,bg_count,19661.774,2.69693627737631e-05
2020-12-08,bg_count,15393.273,2.11144103178367e-05
2020-12-09,bg_count,12367.86,1.69645578814564e-05
2020-12-10,bg_count,20025.969,2.74689162258265e-05
2020-12-11,bg_count,20311.404,2.78604373603554e-05
2020-12-12,bg_count,14057.617,1.92823380335681e-05
2020-12-13,bg_count,20519.03,2.81452306305489e-05
2020-12-14,bg_count,13526.062,1.85532227650675e-05
2020-12-15,bg_count,12875.694,1.76611358898727e-05
2020-12-16,bg_count,12013.994,1.6479172354835e-05
2020-12-17,bg_count,12344.612,1.69326694188098e-05
2020-12-18,bg_count,19766.486,2.7112992535491e-05
2020-12-19,bg_count,12673.832,1.73842488954317e-05
2020-12-20,bg_count,13410.982,1.83953715829715e-05
2020-12-21,bg_count,13412.953,1.83980751342394e-05
2020-12-22,bg_count,13872.242,1.90280656762423e-05
2020-12-23,bg_count,12754.439,1.74948146778024e-05
2020-12-24,bg_count,18632.808,2.5557966358777e-05
2020-12-25,bg_count,15159.229,2.07933804076657e-05
2020-12-26,bg_count,14462.227,1.9837327317439e-05
2020-12-27,bg_count,12992.697,1.78216247833275e-05
2020-12-28,bg_count,13644.119,1.87151573931932e-05
2020-12-29,bg_count,14345.346,1.96770057670865e-05
2020-12-30,bg_count,19695.125,2.7015109165613e-05
2020-12-31,bg_count,19573.757,2.68486329554233e-05
