0. 21
31. 22
62. 22
93. 21
124. 20
155. 20
186. 20
217. 20
248. 20
279. 21
310. 21
341. 22
365. 20
396. 21
424. 21
455. 22
485. 23
515. 21
546. 20
576. 19
607. 20
637. 20
668. 22
699. 21
729. 23
760. 23
790. 23
820. 21
850. 20
880. 21
910. 20
940. 20
970. 20
1000. 19
1030. 19
1067. 20
